iso3,indicator,year,age,residence,wealth_quintile,value,OfficialName,Status.U5MR,total_birth
SOM,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2019,Y15T49: 15 to 49 years old,_T: Total,_T: Total,24.4,Somalia,Acceleration Needed,759
SOM,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2019,Y15T19: 15 to 19 years old,_T: Total,_T: Total,30.5,Somalia,Acceleration Needed,759
SOM,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2019,Y15T49: 15 to 49 years old,_T: Total,Q1: Lowest,9.7,Somalia,Acceleration Needed,759
SOM,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2019,Y15T49: 15 to 49 years old,_T: Total,Q2: Second,12.3,Somalia,Acceleration Needed,759
SOM,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2019,Y15T49: 15 to 49 years old,_T: Total,Q3: Middle,34,Somalia,Acceleration Needed,759
SOM,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2019,Y15T49: 15 to 49 years old,_T: Total,Q4: Fourth,50.4,Somalia,Acceleration Needed,759
SOM,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2019,Y15T49: 15 to 49 years old,_T: Total,Q5: Highest,64.1,Somalia,Acceleration Needed,759
SOM,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2019,Y15T49: 15 to 49 years old,R: Rural,_T: Total,36.9,Somalia,Acceleration Needed,759
SOM,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2019,Y15T49: 15 to 49 years old,U: Urban,_T: Total,51,Somalia,Acceleration Needed,759
SOM,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2019,Y15T49: 15 to 49 years old,_T: Total,_T: Total,31.9,Somalia,Acceleration Needed,759
SRB,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2019,Y15T49: 15 to 49 years old,_T: Total,Q1: Lowest,83.9,Serbia,Achieved,67
SRB,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2019,Y15T49: 15 to 49 years old,_T: Total,Q2: Second,97.4,Serbia,Achieved,67
SRB,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2019,Y15T49: 15 to 49 years old,_T: Total,Q3: Middle,98.9,Serbia,Achieved,67
SRB,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2019,Y15T49: 15 to 49 years old,_T: Total,Q4: Fourth,99.2,Serbia,Achieved,67
SRB,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2019,Y15T49: 15 to 49 years old,_T: Total,Q5: Highest,99.4,Serbia,Achieved,67
SRB,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2019,Y15T49: 15 to 49 years old,U: Urban,_T: Total,97.7,Serbia,Achieved,67
SRB,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2019,Y15T49: 15 to 49 years old,_T: Total,_T: Total,96.6,Serbia,Achieved,67
SRB,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2019,Y15T49: 15 to 49 years old,_T: Total,Q1: Lowest,100,Serbia,Achieved,67
SRB,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2019,Y15T49: 15 to 49 years old,_T: Total,Q2: Second,99.4,Serbia,Achieved,67
SRB,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2019,Y15T49: 15 to 49 years old,_T: Total,Q3: Middle,100,Serbia,Achieved,67
SRB,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2019,Y15T49: 15 to 49 years old,_T: Total,Q4: Fourth,100,Serbia,Achieved,67
SRB,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2019,Y15T49: 15 to 49 years old,_T: Total,Q5: Highest,100,Serbia,Achieved,67
SRB,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2019,Y15T49: 15 to 49 years old,U: Urban,_T: Total,100,Serbia,Achieved,67
SRB,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2019,Y15T49: 15 to 49 years old,_T: Total,_T: Total,99.9,Serbia,Achieved,67
SSD,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2020,Y15T49: 15 to 49 years old,_T: Total,_T: Total,31.1,South Sudan,Acceleration Needed,315
SSD,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2020,Y15T49: 15 to 49 years old,_T: Total,_T: Total,39.7,South Sudan,Acceleration Needed,315
STP,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2019,Y15T19: 15 to 19 years old,_T: Total,_T: Total,98.4,Sao Tome and Principe,Achieved,6
STP,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2019,Y15T49: 15 to 49 years old,_T: Total,Q1: Lowest,96,Sao Tome and Principe,Achieved,6
STP,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2019,Y15T49: 15 to 49 years old,_T: Total,Q2: Second,94.8,Sao Tome and Principe,Achieved,6
STP,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2019,Y15T49: 15 to 49 years old,_T: Total,Q3: Middle,98.2,Sao Tome and Principe,Achieved,6
STP,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2019,Y15T49: 15 to 49 years old,_T: Total,Q4: Fourth,97.4,Sao Tome and Principe,Achieved,6
STP,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2019,Y15T49: 15 to 49 years old,_T: Total,Q5: Highest,97.9,Sao Tome and Principe,Achieved,6
STP,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2019,Y15T49: 15 to 49 years old,R: Rural,_T: Total,97.2,Sao Tome and Principe,Achieved,6
STP,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2019,Y15T49: 15 to 49 years old,U: Urban,_T: Total,96.5,Sao Tome and Principe,Achieved,6
STP,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2019,Y15T49: 15 to 49 years old,_T: Total,_T: Total,96.8,Sao Tome and Principe,Achieved,6
SUR,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2018,Y15T19: 15 to 19 years old,_T: Total,_T: Total,65.6,Suriname,Achieved,11
SUR,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2018,Y15T49: 15 to 49 years old,_T: Total,Q1: Lowest,67.6,Suriname,Achieved,11
SUR,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2018,Y15T49: 15 to 49 years old,_T: Total,Q2: Second,67.1,Suriname,Achieved,11
SUR,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2018,Y15T49: 15 to 49 years old,_T: Total,Q3: Middle,70.9,Suriname,Achieved,11
SUR,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2018,Y15T49: 15 to 49 years old,_T: Total,Q4: Fourth,66.7,Suriname,Achieved,11
SUR,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2018,Y15T49: 15 to 49 years old,_T: Total,Q5: Highest,62.7,Suriname,Achieved,11
SUR,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2018,Y15T49: 15 to 49 years old,_T: Total,_T: Total,67.5,Suriname,Achieved,11
SUR,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2018,Y15T19: 15 to 19 years old,_T: Total,_T: Total,98.8,Suriname,Achieved,11
SUR,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2018,Y15T49: 15 to 49 years old,_T: Total,Q1: Lowest,97.5,Suriname,Achieved,11
SUR,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2018,Y15T49: 15 to 49 years old,_T: Total,Q2: Second,98.7,Suriname,Achieved,11
SUR,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2018,Y15T49: 15 to 49 years old,_T: Total,Q3: Middle,99.4,Suriname,Achieved,11
SUR,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2018,Y15T49: 15 to 49 years old,_T: Total,Q4: Fourth,97.9,Suriname,Achieved,11
SUR,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2018,Y15T49: 15 to 49 years old,_T: Total,Q5: Highest,99,Suriname,Achieved,11
SUR,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2018,Y15T49: 15 to 49 years old,_T: Total,_T: Total,98.4,Suriname,Achieved,11
SVK,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2021,Y15T49: 15 to 49 years old,_T: Total,_T: Total,98,Slovakia,Achieved,53
SYC,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2020,Y15T49: 15 to 49 years old,_T: Total,_T: Total,99.5,Seychelles,Achieved,2
TCA,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2020,Y15T49: 15 to 49 years old,_T: Total,_T: Total,93.2,Turks and Caicos Islands,Achieved,1
TCA,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2020,Y15T49: 15 to 49 years old,_T: Total,_T: Total,100,Turks and Caicos Islands,Achieved,1
TCD,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2019,Y15T19: 15 to 19 years old,_T: Total,_T: Total,41.8,Chad,Acceleration Needed,766
TCD,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2019,Y15T49: 15 to 49 years old,_T: Total,Q1: Lowest,23.1,Chad,Acceleration Needed,766
TCD,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2019,Y15T49: 15 to 49 years old,_T: Total,Q2: Second,27.3,Chad,Acceleration Needed,766
TCD,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2019,Y15T49: 15 to 49 years old,_T: Total,Q3: Middle,32.5,Chad,Acceleration Needed,766
TCD,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2019,Y15T49: 15 to 49 years old,_T: Total,Q4: Fourth,46.3,Chad,Acceleration Needed,766
TCD,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2019,Y15T49: 15 to 49 years old,_T: Total,Q5: Highest,71,Chad,Acceleration Needed,766
TCD,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2019,Y15T49: 15 to 49 years old,R: Rural,_T: Total,32.8,Chad,Acceleration Needed,766
TCD,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2019,Y15T49: 15 to 49 years old,U: Urban,_T: Total,70.7,Chad,Acceleration Needed,766
TCD,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2019,Y15T49: 15 to 49 years old,_T: Total,_T: Total,47.2,Chad,Acceleration Needed,766
THA,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2019,Y15T19: 15 to 19 years old,_T: Total,_T: Total,81.4,Thailand,Achieved,631
THA,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2019,Y15T49: 15 to 49 years old,_T: Total,Q1: Lowest,83.4,Thailand,Achieved,631
THA,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2019,Y15T49: 15 to 49 years old,_T: Total,Q2: Second,91,Thailand,Achieved,631
THA,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2019,Y15T49: 15 to 49 years old,_T: Total,Q3: Middle,91.7,Thailand,Achieved,631
THA,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2019,Y15T49: 15 to 49 years old,_T: Total,Q4: Fourth,91.7,Thailand,Achieved,631
THA,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2019,Y15T49: 15 to 49 years old,_T: Total,Q5: Highest,92.1,Thailand,Achieved,631
THA,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2019,Y15T49: 15 to 49 years old,R: Rural,_T: Total,89.1,Thailand,Achieved,631
THA,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2019,Y15T49: 15 to 49 years old,U: Urban,_T: Total,91.4,Thailand,Achieved,631
THA,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2019,Y15T49: 15 to 49 years old,_T: Total,_T: Total,90,Thailand,Achieved,631
THA,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2019,Y15T19: 15 to 19 years old,_T: Total,_T: Total,98.2,Thailand,Achieved,631
THA,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2019,Y15T49: 15 to 49 years old,_T: Total,Q1: Lowest,97.9,Thailand,Achieved,631
THA,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2019,Y15T49: 15 to 49 years old,_T: Total,Q2: Second,99.2,Thailand,Achieved,631
THA,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2019,Y15T49: 15 to 49 years old,_T: Total,Q3: Middle,99.8,Thailand,Achieved,631
THA,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2019,Y15T49: 15 to 49 years old,_T: Total,Q4: Fourth,99.4,Thailand,Achieved,631
THA,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2019,Y15T49: 15 to 49 years old,_T: Total,Q5: Highest,99.2,Thailand,Achieved,631
THA,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2019,Y15T49: 15 to 49 years old,R: Rural,_T: Total,99.1,Thailand,Achieved,631
THA,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2019,Y15T49: 15 to 49 years old,U: Urban,_T: Total,99.1,Thailand,Achieved,631
THA,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2019,Y15T49: 15 to 49 years old,_T: Total,_T: Total,99.1,Thailand,Achieved,631
TKM,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2019,Y15T19: 15 to 19 years old,_T: Total,_T: Total,96.4,Turkmenistan,Acceleration Needed,133
TKM,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2019,Y15T49: 15 to 49 years old,_T: Total,Q1: Lowest,98.5,Turkmenistan,Acceleration Needed,133
TKM,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2019,Y15T49: 15 to 49 years old,_T: Total,Q2: Second,96.3,Turkmenistan,Acceleration Needed,133
TKM,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2019,Y15T49: 15 to 49 years old,_T: Total,Q3: Middle,97.1,Turkmenistan,Acceleration Needed,133
TKM,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2019,Y15T49: 15 to 49 years old,_T: Total,Q4: Fourth,97.1,Turkmenistan,Acceleration Needed,133
TKM,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2019,Y15T49: 15 to 49 years old,_T: Total,Q5: Highest,98.8,Turkmenistan,Acceleration Needed,133
TKM,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2019,Y15T49: 15 to 49 years old,R: Rural,_T: Total,97.5,Turkmenistan,Acceleration Needed,133
TKM,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2019,Y15T49: 15 to 49 years old,U: Urban,_T: Total,97.7,Turkmenistan,Acceleration Needed,133
TKM,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2019,Y15T49: 15 to 49 years old,_T: Total,_T: Total,97.6,Turkmenistan,Acceleration Needed,133
TKM,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2019,Y15T19: 15 to 19 years old,_T: Total,_T: Total,100,Turkmenistan,Acceleration Needed,133
TKM,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2019,Y15T49: 15 to 49 years old,_T: Total,Q1: Lowest,100,Turkmenistan,Acceleration Needed,133
TKM,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2019,Y15T49: 15 to 49 years old,_T: Total,Q2: Second,100,Turkmenistan,Acceleration Needed,133
TKM,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2019,Y15T49: 15 to 49 years old,_T: Total,Q3: Middle,100,Turkmenistan,Acceleration Needed,133
TKM,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2019,Y15T49: 15 to 49 years old,_T: Total,Q4: Fourth,100,Turkmenistan,Acceleration Needed,133
TKM,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2019,Y15T49: 15 to 49 years old,_T: Total,Q5: Highest,100,Turkmenistan,Acceleration Needed,133
TKM,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2019,Y15T49: 15 to 49 years old,R: Rural,_T: Total,100,Turkmenistan,Acceleration Needed,133
TKM,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2019,Y15T49: 15 to 49 years old,U: Urban,_T: Total,100,Turkmenistan,Acceleration Needed,133
TKM,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2019,Y15T49: 15 to 49 years old,_T: Total,_T: Total,100,Turkmenistan,Acceleration Needed,133
TLS,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2020,Y15T19: 15 to 19 years old,_T: Total,_T: Total,85.3,Timor-Leste,Acceleration Needed,33
TLS,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2020,Y15T49: 15 to 49 years old,R: Rural,_T: Total,83.2,Timor-Leste,Acceleration Needed,33
TLS,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2020,Y15T49: 15 to 49 years old,U: Urban,_T: Total,85.3,Timor-Leste,Acceleration Needed,33
TLS,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2020,Y15T49: 15 to 49 years old,_T: Total,_T: Total,83.1,Timor-Leste,Acceleration Needed,33
TON,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2019,Y15T19: 15 to 19 years old,_T: Total,_T: Total,90,Tonga,Achieved,2
TON,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2019,Y15T49: 15 to 49 years old,_T: Total,Q1: Lowest,90.6,Tonga,Achieved,2
TON,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2019,Y15T49: 15 to 49 years old,_T: Total,Q2: Second,80.8,Tonga,Achieved,2
TON,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2019,Y15T49: 15 to 49 years old,_T: Total,Q3: Middle,92.5,Tonga,Achieved,2
TON,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2019,Y15T49: 15 to 49 years old,_T: Total,Q4: Fourth,89.4,Tonga,Achieved,2
TON,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2019,Y15T49: 15 to 49 years old,_T: Total,Q5: Highest,88.9,Tonga,Achieved,2
TON,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2019,Y15T49: 15 to 49 years old,R: Rural,_T: Total,90,Tonga,Achieved,2
TON,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2019,Y15T49: 15 to 49 years old,U: Urban,_T: Total,83.1,Tonga,Achieved,2
TON,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2019,Y15T49: 15 to 49 years old,_T: Total,_T: Total,88.5,Tonga,Achieved,2
TON,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2019,Y15T19: 15 to 19 years old,_T: Total,_T: Total,100,Tonga,Achieved,2
TON,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2019,Y15T49: 15 to 49 years old,_T: Total,Q1: Lowest,96.2,Tonga,Achieved,2
TON,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2019,Y15T49: 15 to 49 years old,_T: Total,Q2: Second,97.4,Tonga,Achieved,2
TON,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2019,Y15T49: 15 to 49 years old,_T: Total,Q3: Middle,99.4,Tonga,Achieved,2
TON,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2019,Y15T49: 15 to 49 years old,_T: Total,Q4: Fourth,100,Tonga,Achieved,2
TON,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2019,Y15T49: 15 to 49 years old,_T: Total,Q5: Highest,100,Tonga,Achieved,2
TON,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2019,Y15T49: 15 to 49 years old,R: Rural,_T: Total,97.8,Tonga,Achieved,2
TON,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2019,Y15T49: 15 to 49 years old,U: Urban,_T: Total,100,Tonga,Achieved,2
TON,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2019,Y15T49: 15 to 49 years old,_T: Total,_T: Total,98.3,Tonga,Achieved,2
TUN,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2018,Y15T49: 15 to 49 years old,_T: Total,Q1: Lowest,70.1,Tunisia,Achieved,193
TUN,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2018,Y15T49: 15 to 49 years old,_T: Total,Q2: Second,82.8,Tunisia,Achieved,193
TUN,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2018,Y15T49: 15 to 49 years old,_T: Total,Q3: Middle,82.6,Tunisia,Achieved,193
TUN,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2018,Y15T49: 15 to 49 years old,_T: Total,Q4: Fourth,90.7,Tunisia,Achieved,193
TUN,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2018,Y15T49: 15 to 49 years old,_T: Total,Q5: Highest,94.2,Tunisia,Achieved,193
TUN,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2018,Y15T49: 15 to 49 years old,R: Rural,_T: Total,76.6,Tunisia,Achieved,193
TUN,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2018,Y15T49: 15 to 49 years old,U: Urban,_T: Total,88.5,Tunisia,Achieved,193
TUN,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2018,Y15T49: 15 to 49 years old,_T: Total,_T: Total,84.1,Tunisia,Achieved,193
TUN,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2018,Y15T49: 15 to 49 years old,_T: Total,Q1: Lowest,98.9,Tunisia,Achieved,193
TUN,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2018,Y15T49: 15 to 49 years old,_T: Total,Q2: Second,98.8,Tunisia,Achieved,193
TUN,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2018,Y15T49: 15 to 49 years old,_T: Total,Q3: Middle,99.7,Tunisia,Achieved,193
TUN,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2018,Y15T49: 15 to 49 years old,_T: Total,Q4: Fourth,100,Tunisia,Achieved,193
TUN,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2018,Y15T49: 15 to 49 years old,_T: Total,Q5: Highest,100,Tunisia,Achieved,193
TUN,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2018,Y15T49: 15 to 49 years old,R: Rural,_T: Total,99.1,Tunisia,Achieved,193
TUN,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2018,Y15T49: 15 to 49 years old,U: Urban,_T: Total,99.7,Tunisia,Achieved,193
TUN,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2018,Y15T49: 15 to 49 years old,_T: Total,_T: Total,99.5,Tunisia,Achieved,193
TUR,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2018,Y15T49: 15 to 49 years old,R: Rural,_T: Total,84,TŸrkiye,Achieved,1237
TUR,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2018,Y15T49: 15 to 49 years old,U: Urban,_T: Total,91.4,TŸrkiye,Achieved,1237
TUR,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2018,Y15T49: 15 to 49 years old,_T: Total,_T: Total,89.7,TŸrkiye,Achieved,1237
TUR,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2018,Y15T19: 15 to 19 years old,_T: Total,_T: Total,98.9,TŸrkiye,Achieved,1237
TUR,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2018,Y15T49: 15 to 49 years old,_T: Total,Q1: Lowest,97.6,TŸrkiye,Achieved,1237
